Cycle,True_labels,Predicted_labels,Errors,Run_times
4457,0,0,1,44.01063919
4458,0,0,1,41.00728035
4459,0,0,1,45.47166824
4460,0,0,1,44.01111603
4461,0,0,1,42.00983047
4462,0,0,1,44.008255
4463,0,0,1,46.01264
4464,0,0,1,45.00961304
4465,0,0,1,41.08762741
4466,0,0,1,50.01139641
4467,0,0,1,49.91483688
4468,0,0,1,47.00875282
4469,0,0,1,43.01095009
4470,0,0,1,40.0083065
4471,0,0,1,44.01016235
4472,0,0,1,42.01006889
4473,0,0,1,39.0086174
4474,0,0,1,41.00847244
4475,0,0,1,41.55683517
4476,0,0,1,40.01164436
4477,0,0,1,40.00878334
4478,0,0,1,43.00999641
4479,0,0,1,42.47379303
4480,0,0,1,40.0083065
4481,0,0,1,45.01032829
4482,0,0,1,39.08705711
4483,0,0,1,39.01767731
4484,0,0,1,38.02013397
4485,0,0,1,40.99965096
4486,0,0,1,39.00980949
4487,0,0,1,39.955616
4488,0,0,1,42.00100899
4489,0,0,1,38.01178932
4490,0,0,1,40.01832008
4491,0,0,1,38.00845146
4492,0,0,1,41.99838638
4493,0,0,1,39.00933266
4494,0,0,1,39.06345367
4495,0,0,1,41.00966454
4496,0,0,1,38.00845146
4497,0,0,1,40.09199142
4498,0,0,1,37.99962997
4499,0,0,1,40.89665413
4500,0,0,1,39.00980949
4501,0,0,1,37.99915314
4502,0,0,1,40.02189636
4503,0,0,1,37.99939156
4504,0,0,1,38.00845146
4505,0,0,1,38.93733025
4506,0,0,1,41.00990295
4507,0,0,1,38.2130146
4508,0,0,1,38.00845146
4509,0,0,1,40.03810883
4510,0,0,1,37.98890114
4511,0,0,1,38.9995575
4512,0,0,1,38.00868988
4513,0,0,1,41.00942612
4514,0,0,1,39.00837898
4515,0,0,1,38.0179882
4516,0,0,1,42.00077057
4517,0,0,1,38.00773621
4518,0,0,1,39.00909424
4519,0,0,1,38.0089283
4520,0,0,1,41.00894928
4521,0,0,1,40.43698311
4522,0,0,1,41.00799561
4523,0,0,1,41.01037979
4524,0,0,1,38.00773621
4525,0,0,1,38.0089283
4526,0,0,1,40.00973701
4527,0,0,1,224.0495682
4528,0,0,1,40.00806808
4529,0,0,1,39.00980949
4530,0,0,1,39.00790215
4531,0,0,1,41.01014137
4532,0,0,1,38.00773621
4533,0,0,1,40.00973701
4534,0,0,1,41.00847244
4535,0,0,1,38.00940514
4536,0,0,1,39.00814056
4537,0,0,1,41.00942612
4538,0,0,1,39.00814056
4539,0,0,1,39.67881203
4540,0,0,1,39.01767731
4541,0,0,1,40.99917412
4542,0,0,1,38.01822662
4543,0,0,1,39.00909424
4544,0,0,1,40.00902176
4545,0,0,1,39.00837898
4546,0,0,1,39.00909424
4547,0,0,1,38.00868988
4548,0,0,1,42.00935364
4549,0,0,1,39.0086174
4550,0,0,1,38.99979591
4551,0,0,1,41.01848602
4552,0,0,1,38.00010681
4553,0,0,1,39.01767731
4554,0,0,1,42.00911522
4555,0,0,1,42.00005531
4556,0,0,1,40.0094986
4557,0,0,1,41.00847244
4558,0,0,1,43.009758
4559,0,0,1,43.01071167
4560,0,0,1,41.0091877
4561,0,0,1,41.00871086
4562,0,0,1,44.00992393
4563,0,0,1,43.009758
4564,0,0,1,42.0088768
4565,0,0,1,45.01080513
4566,0,0,1,41.01014137
4567,0,0,1,40.00902176
4568,0,0,1,41.0194397
4569,0,0,1,39.00027275
4570,0,0,1,39.01648521
4571,0,0,1,40.00020027
4572,0,0,1,41.00871086
4573,0,0,1,39.01815414
4574,0,0,1,37.99939156
4575,0,0,1,41.00942612
4576,0,0,1,39.01767731
4577,0,0,1,39.00885582
4578,0,0,1,40.64011574
4579,0,0,1,41.00799561
4580,0,0,1,38.00988197
4581,0,0,1,39.00766373
4582,0,0,1,43.01095009
4583,0,0,1,42.00839996
4584,0,0,1,39.00909424
4585,0,0,1,39.00909424
4586,0,0,1,44.0094471
4587,0,0,1,41.0091877
4588,0,0,1,41.01085663
4589,0,0,1,43.00808907
4590,0,0,1,41.00990295
4591,0,0,1,43.00928116
4592,0,0,1,41.00894928
4593,0,0,1,45.01056671
4594,0,0,1,40.00973701
4595,0,0,1,41.01037979
4596,0,0,1,43.00928116
4597,0,0,1,39.00909424
4598,0,0,1,40.00902176
4599,0,0,1,40.00878334
4600,0,0,1,39.00790215
4601,0,0,1,38.0089283
4602,0,0,1,38.00845146
4603,0,0,1,41.01037979
4604,0,0,1,38.00725937
4605,0,0,1,37.00971603
4606,0,0,1,40.0083065
4607,0,0,1,39.0086174
4608,0,0,1,39.00909424
4609,0,0,1,38.00868988
4610,0,0,1,41.00847244
4611,0,0,1,39.0086174
4612,0,0,1,38.00964355
4613,0,0,1,40.00878334
4614,0,0,1,39.00790215
4615,0,0,1,38.00868988
4616,0,0,1,38.00916672
4617,0,0,1,40.00878334
4618,0,0,1,38.00797462
4619,0,0,1,41.00942612
4620,0,0,1,40.00902176
4621,0,0,1,40.00973701
4622,0,0,1,38.00797462
4623,0,0,1,39.00885582
4624,0,0,1,41.5391922
4625,0,0,1,39.0086174
4626,0,0,1,38.00916672
4627,0,0,1,40.00854492
4628,0,0,1,39.0086174
4629,0,0,1,38.01870346
4630,0,0,1,40.99941254
4631,0,0,1,38.00821304
4632,0,0,1,40.00973701
4633,0,0,1,38.00725937
4634,0,0,1,41.01085663
4635,0,0,1,39.00766373
4636,0,0,1,38.00845146
4637,0,0,1,41.00894928
4638,0,0,1,39.01004791
4639,0,0,1,39.0086174
4640,0,0,1,39.0086174
4641,0,0,1,42.00959206
4642,0,0,1,40.0094986
4643,0,0,1,38.00749779
4644,0,0,1,40.0094986
4645,0,0,1,39.00742531
4646,0,0,1,39.00980949
4647,0,0,1,38.00821304
4648,0,0,1,41.00966454
4649,0,0,1,39.00790215
4650,0,0,1,39.00980949
4651,0,0,1,43.00904274
4652,0,0,1,38.00988197
4653,0,0,1,39.00837898
4654,0,0,1,39.00790215
4655,0,0,1,41.0091877
4656,0,0,1,39.01076317
4657,0,0,1,39.00694847
4658,0,0,1,41.0091877
4659,0,0,1,39.00885582
4660,0,0,1,39.01028633
4661,0,0,1,39.00742531
4662,0,0,1,42.00959206
4663,0,0,1,39.00837898
4664,0,0,1,38.00868988
4665,0,0,1,41.00942612
4666,0,0,1,38.00845146
4667,0,0,1,39.00837898
4668,0,0,1,39.00933266
4669,0,0,1,42.00863838
4670,0,0,1,39.00885582
4671,0,0,1,39.00909424
4672,0,0,1,43.01023483
4673,0,0,1,38.00821304
4674,0,0,1,39.00885582
4675,0,0,1,39.00837898
4676,0,0,1,41.00990295
4677,0,0,1,39.00885582
4678,0,0,1,38.14482689
4679,0,0,1,41.01157188
4680,0,0,1,39.00957108
4681,0,0,1,39.00790215
4682,0,0,1,38.00916672
4683,0,0,1,40.00878334
4684,0,0,1,39.00957108
4685,0,0,1,40.00806808
4686,0,0,1,41.00942612
4687,0,0,1,39.01767731
4688,0,0,1,38.9995575
4689,0,0,1,39.02482986
4690,0,0,1,39.99423981
4691,0,0,1,39.0086174
4692,0,0,1,39.01696205
4693,0,0,1,43.00069809
4694,0,0,1,42.0088768
4695,0,0,1,41.00942612
4696,0,0,1,43.01047325
4697,0,0,1,45.00937462
4698,0,0,1,40.00973701
4699,0,0,1,42.00911522
4700,0,0,1,42.01006889
4701,0,0,1,226.0506153
4702,0,0,1,39.00885582
4703,0,0,1,38.00821304
4704,0,0,1,41.01848602
4705,0,0,1,38.00868988
4706,0,0,1,40.00902176
4707,0,0,1,39.99972343
4708,0,0,1,39.02077675
4709,0,0,1,39.00575638
4710,0,0,1,38.00034523
4711,0,0,1,41.01777077
4712,0,0,1,39.00003433
4713,0,0,1,38.9995575
4714,0,0,1,41.00942612
4715,0,0,1,40.01784325
4716,0,0,1,38.9995575
4717,0,0,1,38.00916672
4718,0,0,1,43.00928116
4719,0,0,1,44.01063919
4720,0,0,1,45.00985146
4721,0,0,1,43.00928116
4722,0,0,1,39.00909424
4723,0,0,1,41.00966454
4724,0,0,1,41.00942612
4725,0,0,1,43.0085659
4726,0,0,1,40.01879692
4727,0,0,1,40.00043869
4728,0,0,1,40.00926018
4729,0,0,1,40.00926018
4730,0,0,1,40.0083065
4731,0,0,1,38.0089283
4732,0,0,1,42.0088768
4733,0,0,1,39.0188694
4734,0,0,1,38.59090805
4735,0,0,1,41.00942612
4736,0,0,1,38.00821304
4737,0,0,1,40.00902176
4738,0,0,1,40.00926018
4739,0,0,1,38.00868988
4740,0,0,1,38.00797462
4741,0,0,1,39.0086174
4742,0,0,1,41.0091877
4743,0,0,1,38.00868988
4744,0,0,1,40.00902176
4745,0,0,1,40.00878334
4746,0,0,1,39.00885582
4747,0,0,1,39.00837898
4748,0,0,1,39.00933266
4749,0,0,1,41.00942612
4750,0,0,1,40.00878334
4751,0,0,1,38.00845146
4752,0,0,1,41.01204872
4753,0,0,1,40.00997543
4754,0,0,1,38.00749779
4755,0,0,1,39.00837898
4756,0,0,1,42.00983047
4757,0,0,1,38.00868988
4758,0,0,1,38.00845146
4759,0,0,1,41.01872444
4760,0,0,1,38.9995575
4761,0,0,1,38.00940514
4762,0,0,1,39.0086174
4763,0,0,1,41.00990295
4764,0,0,1,38.00797462
4765,0,0,1,41.00966454
4766,0,0,1,41.00871086
4767,0,0,1,41.01061821
4768,0,0,1,39.00790215
4769,0,0,1,41.00942612
4770,0,0,1,39.0086174
4771,0,0,1,40.00878334
4772,0,0,1,38.00821304
4773,0,0,1,42.01054573
4774,0,0,1,39.0086174
4775,0,0,1,40.00926018
4776,0,0,1,41.00942612
4777,0,0,1,39.00933266
4778,0,0,1,38.00725937
4779,0,0,1,38.00988197
4780,0,0,1,42.00768471
4781,0,0,1,42.01030731
4782,0,0,1,40.00854492
4783,0,0,1,41.0091877
4784,0,0,1,39.00957108
4785,0,0,1,39.00790215
4786,0,0,1,40.06433487
4787,0,0,1,41.01204872
4788,0,0,1,38.01727295
4789,0,0,1,38.01727295
4790,0,0,1,41.0091877
4791,0,0,1,38.0089283
4792,0,0,1,38.68055344
4793,0,0,1,38.00964355
4794,0,0,1,41.5263176
4795,0,0,1,39.00718689
4796,0,0,1,39.08157349
4797,0,0,1,40.00878334
4798,0,0,1,38.0089283
4799,0,0,1,38.7442112
4800,0,0,1,39.00909424
4801,0,0,1,38.00773621
4802,0,0,1,39.00933266
4803,0,0,1,39.0086174
4804,0,0,1,41.00966454
4805,0,0,1,39.00885582
4806,0,0,1,40.0094986
4807,0,0,1,43.00880432
4808,0,0,1,38.00845146
4809,0,0,1,39.1459465
4810,0,0,1,39.0124321
4811,0,0,1,41.00513458
4812,0,0,1,41.00871086
4813,0,0,1,39.00957108
4814,0,0,1,41.00942612
4815,0,0,1,39.00837898
4816,0,0,1,39.00909424
4817,0,0,1,38.00797462
4818,0,0,1,41.00942612
4819,0,0,1,38.00868988
4820,0,0,1,39.00909424
4821,0,0,1,41.00894928
4822,0,0,1,38.00868988
4823,0,0,1,40.00926018
4824,0,0,1,40.0083065
4825,0,0,1,43.009758
4826,0,0,1,44.5098877
4827,0,0,1,44.01111603
4828,0,0,1,45.01056671
4829,0,0,1,42.09208488
4830,0,0,1,46.01097107
4831,0,0,1,40.39883614
4832,0,0,1,47.01113701
4833,0,0,1,42.00863838
4834,0,0,1,39.0086174
4835,0,0,1,40.01021385
4836,0,0,1,40.0083065
4837,0,0,1,40.00926018
4838,0,0,1,39.0086174
4839,0,0,1,41.00894928
4840,0,0,1,39.0086174
4841,0,0,1,38.00868988
4842,0,0,1,40.00854492
4843,0,0,1,41.00894928
4844,0,0,1,40.00973701
4845,0,0,1,40.0083065
4846,0,0,1,41.01037979
4847,0,0,1,38.00749779
4848,0,0,1,39.00909424
4849,0,0,1,40.00806808
4850,0,0,1,38.00940514
4851,0,0,1,38.00845146
4852,0,0,1,38.00940514
4853,0,0,1,41.00847244
4854,0,0,1,41.00894928
4855,0,0,1,41.00966454
4856,0,0,1,41.00966454
4857,0,0,1,42.0088768
4858,0,0,1,40.00926018
4859,0,0,1,40.0094986
4860,0,0,1,45.00889778
4861,0,0,1,39.00909424
4862,0,0,1,40.0094986
4863,0,0,1,40.00806808
4864,0,0,1,39.00933266
4865,0,0,1,38.00868988
4866,0,0,1,37.76788712
4867,0,0,1,41.0091877
4868,0,0,1,38.52391243
4869,0,0,1,38.0089283
4870,0,0,1,41.00942612
4871,0,0,1,41.00894928
4872,0,0,1,38.00845146
4873,0,0,1,39.00885582
4874,0,0,1,217.0491219
4875,0,0,1,38.00964355
4876,0,0,1,39.00718689
4877,0,0,1,38.00916672
4878,0,0,1,41.00942612
4879,0,0,1,38.00749779
4880,0,0,1,39.00957108
4881,0,0,1,41.00966454
4882,0,0,1,40.00902176
4883,0,0,1,40.00806808
4884,0,0,1,40.00902176
4885,0,0,1,39.01052475
4886,0,0,1,40.00854492
4887,0,0,1,39.00885582
4888,0,0,1,41.00775719
4889,0,0,1,38.00964355
4890,0,0,1,39.0086174
4891,0,0,1,40.00878334
4892,0,0,1,41.01014137
4893,0,0,1,39.00766373
4894,0,0,1,39.00885582
4895,0,0,1,40.00926018
4896,0,0,1,39.00837898
4897,0,0,1,39.01004791
4898,0,0,1,40.0083065
4899,0,0,1,39.00837898
4900,0,0,1,40.01069069
4901,0,0,1,39.00718689
4902,0,0,1,41.00942612
4903,0,0,1,40.0094986
4904,0,0,1,40.00782967
4905,0,0,1,41.01109505
4906,0,0,1,38.00678253
4907,0,0,1,40.01116753
4908,0,0,1,38.00749779
4909,0,0,1,41.00966454
4910,0,0,1,39.00885582
4911,0,0,1,39.00837898
4912,0,0,1,41.01896286
4913,0,0,1,39.00003433
4914,0,0,1,39.00814056
4915,0,0,1,41.00966454
4916,0,0,1,39.00790215
4917,0,0,1,39.00885582
4918,0,0,1,38.00845146
4919,0,0,1,42.00959206
4920,0,0,1,39.00957108
4921,0,0,1,39.01743889
4922,0,0,1,41.00036621
4923,0,0,1,39.0086174
4924,0,0,1,39.00885582
4925,0,0,1,39.00957108
4926,0,0,1,41.00775719
4927,0,0,1,39.00933266
4928,0,0,1,39.00837898
4929,0,0,1,41.00966454
4930,0,0,1,39.00885582
4931,0,0,1,39.00885582
4932,0,0,1,39.00814056
4933,0,0,1,42.01006889
4934,0,0,1,39.00909424
4935,0,0,1,39.00790215
4936,0,0,1,42.01078415
4937,0,0,1,39.00933266
4938,0,0,1,38.00725937
4939,0,0,1,39.00909424
4940,0,0,1,42.0088768
4941,0,0,1,40.00878334
4942,0,0,1,39.0086174
4943,0,0,1,41.01014137
4944,0,0,1,39.00790215
4945,0,0,1,41.00942612
4946,0,0,1,40.0083065
4947,0,0,1,39.00957108
4948,0,0,1,40.00854492
4949,0,0,1,39.00980949
4950,0,0,1,41.00847244
4951,0,0,1,39.00909424
4952,0,0,1,39.00885582
4953,0,0,1,40.00878334
4954,0,0,1,39.00933266
4955,0,0,1,41.00894928
4956,0,0,1,41.00847244
4957,0,0,1,47.01161385
4958,0,0,1,40.00926018
4959,0,0,1,42.00863838
4960,0,0,1,44.00968552
4961,0,0,1,42.01030731
4962,0,0,1,45.01080513
4963,0,0,1,45.00985146
4964,0,0,1,47.00922966
4965,0,0,1,40.00902176
4966,0,0,1,40.00973701
4967,0,0,1,40.00902176
4968,0,0,1,39.0086174
4969,0,0,1,38.00845146
4970,0,0,1,41.0091877
4971,0,0,1,40.00854492
4972,0,0,1,38.00916672
4973,0,0,1,38.0089283
4974,0,0,1,41.00894928
4975,0,0,1,38.71917725
4976,0,0,1,39.01004791
4977,0,0,1,42.00792313
4978,0,0,1,38.00916672
4979,0,0,1,38.00725937
4980,0,0,1,39.00933266
4981,0,0,1,41.00942612
4982,0,0,1,38.00964355
4983,0,0,1,39.00766373
4984,0,0,1,41.00942612
4985,0,0,1,41.00871086
4986,0,0,1,41.01085663
4987,0,0,1,41.0091877
4988,0,0,1,43.00928116
4989,0,0,1,40.00759125
4990,0,0,1,41.01037979
4991,0,0,1,42.0088768
4992,0,0,1,39.00933266
4993,0,0,1,40.0083065
4994,0,0,1,38.01012039
4995,0,0,1,42.00839996
4996,0,0,1,40.00997543
4997,0,0,1,38.00725937
4998,0,0,1,42.00959206
4999,0,0,1,39.00837898
5000,0,0,1,40.0094986
5001,0,0,1,39.00909424
5002,0,0,1,42.01030731
5003,0,0,1,39.44206238
5004,0,0,1,39.01100159
5005,0,0,1,41.01848602
5006,0,0,1,38.99979591
5007,0,0,1,38.01751137
5008,0,0,1,38.9995575
5009,0,0,1,44.01016235
5010,0,0,1,40.00973701
5011,0,0,1,39.0086174
5012,0,0,1,42.00959206
5013,0,0,1,39.0086174
5014,0,0,1,39.01791573
5015,0,0,1,39.00837898
5016,0,0,1,40.99988937
5017,0,0,1,38.0179882
5018,0,0,1,38.99979591
5019,0,0,1,41.0091877
5020,0,0,1,39.00885582
5021,0,0,1,39.01815414
5022,0,0,1,38.99931908
5023,0,0,1,41.00942612
5024,0,0,1,39.01767731
5025,0,0,1,38.46979141
5026,0,0,1,41.00847244
5027,0,0,1,39.00957108
5028,0,0,1,39.00933266
5029,0,0,1,38.00773621
5030,0,0,1,41.00966454
5031,0,0,1,43.01071167
5032,0,0,1,44.00849342
5033,0,0,1,41.00990295
5034,0,0,1,38.0089283
5035,0,0,1,39.01195526
5036,0,0,1,38.00535202
5037,0,0,1,41.01014137
5038,0,0,1,39.0086174
5039,0,0,1,38.00797462
5040,0,0,1,40.00902176
5041,0,0,1,40.00926018
5042,0,0,1,39.0086174
5043,0,0,1,38.00868988
5044,0,0,1,41.01061821
5045,0,0,1,39.00718689
5046,0,0,1,38.00868988
5047,0,0,1,41.00942612
5048,0,0,1,217.0488834
5049,0,0,1,39.00885582
5050,0,0,1,38.0089283
5051,0,0,1,41.00990295
5052,0,0,1,41.00775719
5053,0,0,1,38.0115509
5054,0,0,1,41.00632668
5055,0,0,1,38.0089283
5056,0,0,1,39.00885582
5057,0,0,1,39.01052475
5058,0,0,1,41.00728035
5059,0,0,1,40.00902176
5060,0,0,1,39.0086174
5061,0,0,1,41.00966454
5062,0,0,1,39.00909424
5063,0,0,1,39.00885582
5064,0,0,1,39.00837898
5065,0,0,1,41.00966454
5066,0,0,1,38.00821304
5067,0,0,1,39.00837898
5068,0,0,1,41.00942612
5069,0,0,1,39.00933266
5070,0,0,1,40.0083065
5071,0,0,1,38.00940514
5072,0,0,1,41.00871086
5073,0,0,1,39.00909424
5074,0,0,1,40.00878334
5075,0,0,1,41.01085663
5076,0,0,1,40.00782967
5077,0,0,1,39.00885582
5078,0,0,1,38.00845146
5079,0,0,1,42.01054573
5080,0,0,1,39.00814056
5081,0,0,1,42.00839996
5082,0,0,1,42.00959206
5083,0,0,1,40.00973701
5084,0,0,1,38.00868988
5085,0,0,1,40.00854492
5086,0,0,1,40.00806808
5087,0,0,1,43.01166534
5088,0,0,1,43.00737381
5089,0,0,1,44.0120697
5090,0,0,1,40.00902176
5091,0,0,1,43.009758
5092,0,0,1,42.00768471
5093,0,0,1,40.01045227
5094,0,0,1,40.00806808
5095,0,0,1,40.00973701
5096,0,0,1,42.00935364
5097,0,0,1,39.00790215
5098,0,0,1,38.00630569
5099,0,0,1,41.00894928
5100,0,0,1,40.00973701
5101,0,0,1,39.00909424
5102,0,0,1,38.00797462
5103,0,0,1,41.00966454
5104,0,0,1,39.00814056
5105,0,0,1,39.0086174
5106,0,0,1,43.01095009
5107,0,0,1,38.00797462
5108,0,0,1,39.00814056
5109,0,0,1,38.00868988
5110,0,0,1,41.01157188
5111,0,0,1,38.00725937
5112,0,0,1,38.00749779
5113,0,0,1,41.00942612
5114,0,0,1,41.0091877
5115,0,0,1,40.0094986
5116,0,0,1,42.01006889
5117,0,0,1,42.00935364
5118,0,0,1,41.00847244
5119,0,0,1,43.01095009
5120,0,0,1,42.00911522
5121,0,0,1,39.00814056
5122,0,0,1,39.0086174
5123,0,0,1,40.00854492
5124,0,0,1,39.00909424
5125,0,0,1,38.00868988
5126,0,0,1,39.00885582
5127,0,0,1,41.01085663
5128,0,0,1,39.00671005
5129,0,0,1,39.01004791
5130,0,0,1,41.00942612
5131,0,0,1,40.0094986
5132,0,0,1,38.00821304
5133,0,0,1,39.00766373
5134,0,0,1,41.00871086
5135,0,0,1,40.00926018
5136,0,0,1,41.01014137
5137,0,0,1,43.00928116
5138,0,0,1,39.00837898
5139,0,0,1,39.00980949
5140,0,0,1,39.00790215
5141,0,0,1,41.01133347
5142,0,0,1,39.00623322
5143,0,0,1,39.01004791
5144,0,0,1,41.02063179
5145,0,0,1,39.00766373
5146,0,0,1,39.01076317
5147,0,0,1,42.00863838
5148,0,0,1,39.00957108
5149,0,0,1,38.00702095
5150,0,0,1,39.00980949
5151,0,0,1,41.00799561
5152,0,0,1,40.00926018
5153,0,0,1,40.01021385
5154,0,0,1,41.00894928
5155,0,0,1,39.01004791
5156,0,0,1,39.00694847
5157,0,0,1,38.00868988
5158,0,0,1,42.01102257
5159,0,0,1,40.00735283
5160,0,0,1,38.00916672
5161,0,0,1,41.00823402
5162,0,0,1,40.00973701
5163,0,0,1,39.00933266
5164,0,0,1,39.00814056
5165,0,0,1,41.00966454
5166,0,0,1,39.00814056
5167,0,0,1,39.00814056
5168,0,0,1,45.01104355
5169,0,0,1,40.00806808
5170,0,0,1,39.00933266
5171,0,0,1,38.00845146
5172,0,0,1,42.00959206
5173,0,0,1,39.00885582
5174,0,0,1,39.00933266
5175,0,0,1,41.0091877
5176,0,0,1,39.00766373
5177,0,0,1,40.00973701
5178,0,0,1,39.00909424
5179,0,0,1,41.00823402
5180,0,0,1,38.00868988
5181,0,0,1,39.00933266
5182,0,0,1,42.01030731
5183,0,0,1,39.00742531
5184,0,0,1,39.00933266
5185,0,0,1,39.00814056
5186,0,0,1,40.0094986
5187,0,0,1,39.00933266
5188,0,0,1,39.01004791
5189,0,0,1,41.00799561
5190,0,0,1,39.01004791
5191,0,0,1,39.00671005
5192,0,0,1,38.00940514
5193,0,0,1,41.00966454
5194,0,0,1,39.00814056
5195,0,0,1,39.00837898
5196,0,0,1,41.00942612
5197,0,0,1,38.00868988
5198,0,0,1,39.00885582
5199,0,0,1,38.00797462
5200,0,0,1,42.01173782
5201,0,0,1,38.00725937
5202,0,0,1,39.00766373
5203,0,0,1,41.00990295
5204,0,0,1,39.00980949
5205,0,0,1,39.00885582
5206,0,0,1,38.00749779
5207,0,0,1,41.0091877
5208,0,0,1,40.00973701
5209,0,0,1,39.00814056
5210,0,0,1,42.00935364
5211,0,0,1,40.00926018
5212,0,0,1,42.00911522
5213,0,0,1,38.0089283
5214,0,0,1,41.00942612
5215,0,0,1,40.00806808
5216,0,0,1,39.00957108
5217,0,0,1,40.00902176
5218,0,0,1,39.00933266
5219,0,0,1,38.00725937
5220,0,0,1,38.00868988
5221,0,0,1,224.0502834
5222,0,0,1,41.00966454
5223,0,0,1,41.00942612
5224,0,0,1,42.00911522
5225,0,0,1,42.01006889
5226,0,0,1,43.00951958
5227,0,0,1,40.00926018
5228,0,0,1,40.00902176
5229,0,0,1,39.00814056
5230,0,0,1,39.00933266
5231,0,0,1,40.00902176
5232,0,0,1,39.00957108
5233,0,0,1,39.00790215
5234,0,0,1,39.01147842
5235,0,0,1,40.00639915
5236,0,0,1,38.00868988
5237,0,0,1,38.00797462
5238,0,0,1,40.01021385
5239,0,0,1,39.00837898
5240,0,0,1,39.00814056
5241,0,0,1,38.00940514
5242,0,0,1,44.00777817
5243,0,0,1,40.00973701
5244,0,0,1,41.00871086
5245,0,0,1,42.00935364
5246,0,0,1,42.01030731
5247,0,0,1,41.00871086
5248,0,0,1,42.00863838
5249,0,0,1,42.01102257
5250,0,0,1,43.0085659
5251,0,0,1,41.0091877
5252,0,0,1,41.00966454
5253,0,0,1,38.44428062
5254,0,0,1,39.01696205
5255,0,0,1,37.99939156
5256,0,0,1,41.01848602
5257,0,0,1,38.00797462
5258,0,0,1,38.01774979
5259,0,0,1,41.00942612
5260,0,0,1,38.00868988
5261,0,0,1,37.99986839
5262,0,0,1,40.01832008
5263,0,0,1,39.00837898
5264,0,0,1,39.00027275
5265,0,0,1,39.01720047
5266,0,0,1,41.00060463
5267,0,0,1,38.00821304
5268,0,0,1,40.00926018
5269,0,0,1,40.00878334
5270,0,0,1,38.00868988
5271,0,0,1,40.01784325
5272,0,0,1,41.00942612
5273,0,0,1,42.00911522
5274,0,0,1,39.00051117
5275,0,0,1,41.01800919
5276,0,0,1,40.99988937
5277,0,0,1,40.01808167
5278,0,0,1,40.00926018
5279,0,0,1,37.99939156
5280,0,0,1,41.00966454
5281,0,0,1,39.01743889
5282,0,0,1,39.00885582
5283,0,0,1,40.99988937
5284,0,0,1,39.01815414
5285,0,0,1,38.99979591
5286,0,0,1,38.01751137
5287,0,0,1,41.0182476
5288,0,0,1,39.00885582
5289,0,0,1,37.99962997
5290,0,0,1,40.00926018
5291,0,0,1,42.01006889
5292,0,0,1,39.00814056
5293,0,0,1,41.0194397
5294,0,0,1,38.9995575
5295,0,0,1,39.01696205
5296,0,0,1,38.99979591
5297,0,0,1,42.01865196
5298,0,0,1,38.00821304
5299,0,0,1,41.00942612
5300,0,0,1,41.00942612
5301,0,0,1,39.99972343
5302,0,0,1,38.01751137
5303,0,0,1,38.99979591
5304,0,0,1,41.01872444
5305,0,0,1,38.99931908
5306,0,0,1,39.00837898
5307,0,0,1,40.00973701
5308,0,0,1,39.00885582
5309,0,0,1,38.01751137
5310,0,0,1,38.00868988
5311,0,0,1,42.23036766
5312,0,0,1,41.21565819
5313,0,0,1,41.00966454
5314,0,0,1,40.00926018
5315,0,0,1,39.00837898
5316,0,0,1,38.00916672
5317,0,0,1,39.0086174
5318,0,0,1,42.0088768
5319,0,0,1,40.00926018
5320,0,0,1,38.00845146
5321,0,0,1,40.0094986
5322,0,0,1,39.00837898
5323,0,0,1,39.01052475
5324,0,0,1,41.00704193
5325,0,0,1,38.0089283
5326,0,0,1,40.00878334
5327,0,0,1,38.00868988
5328,0,0,1,42.00983047
5329,0,0,1,39.00933266
5330,0,0,1,39.00909424
5331,0,0,1,40.00854492
5332,0,0,1,40.00902176
5333,0,0,1,38.0089283
5334,0,0,1,38.00773621
5335,0,0,1,41.00966454
5336,0,0,1,39.00837898
5337,0,0,1,39.00933266
5338,0,0,1,41.00847244
5339,0,0,1,39.00909424
5340,0,0,1,38.00821304
5341,0,0,1,38.00916672
5342,0,0,1,41.00990295
5343,0,0,1,39.00933266
5344,0,0,1,40.00759125
5345,0,0,1,40.00902176
5346,0,0,1,39.00837898
5347,0,0,1,39.01052475
5348,0,0,1,39.00814056
5349,0,0,1,42.01102257
5350,0,0,1,40.00639915
5351,0,0,1,39.00933266
5352,0,0,1,41.00894928
5353,0,0,1,39.01028633
5354,0,0,1,40.00902176
5355,0,0,1,45.00865936
5356,0,0,1,45.01152039
5357,0,0,1,42.00839996
5358,0,0,1,45.01056671
5359,0,0,1,43.00880432
5360,0,0,1,42.00959206
5361,0,0,1,42.01054573
5362,0,0,1,40.00806808
5363,0,0,1,48.01249504
5364,0,0,1,39.00718689
5365,0,0,1,38.0089283
5366,0,0,1,41.00894928
5367,0,0,1,38.00845146
5368,0,0,1,39.5128727
5369,0,0,1,38.0089283
5370,0,0,1,41.00775719
5371,0,0,1,39.0086174
5372,0,0,1,40.00997543
5373,0,0,1,41.02134705
5374,0,0,1,40.00902176
5375,0,0,1,39.00933266
5376,0,0,1,39.00790215
5377,0,0,1,42.01030731
5378,0,0,1,39.51382637
5379,0,0,1,42.01030731
5380,0,0,1,42.0088768
5381,0,0,1,40.0083065
5382,0,0,1,40.00926018
5383,0,0,1,40.0094986
5384,0,0,1,43.00904274
5385,0,0,1,41.00966454
5386,0,0,1,41.00942612
5387,0,0,1,41.0091877
5388,0,0,1,39.00837898
